timestamp,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma
50:42.2,11719,2399,623,3126,1423,488,124,275205
50:43.2,330216,200103,33979,111549,22449,17805,4090,273157
50:44.2,1207352,189412,86874,173713,54265,35024,10261,269573
50:45.2,41949,3576,6861,4242,6591,2081,1142,268293
50:46.2,29997,2484,7680,10872,4571,2849,425,268805
50:47.2,405426,134466,383933,276019,108128,49336,30977,271877
50:48.2,818641,121783,65253,77129,88049,34063,8793,274181
50:49.2,9038,2102,6205,4525,1388,550,141,272645
50:50.2,305232,14318,52340,87890,30966,7817,5881,271877
50:51.2,14560,1567,2768,2284,1828,496,128,271621
50:52.2,98508,2069,9709,21797,23299,4236,1919,273413
50:53.2,57208,7136,2528,6241,5877,1520,850,274181
50:54.2,57085,14124,19904,10916,12629,1602,547,275205
50:55.2,180762,85887,72847,90129,33026,9103,1525,275205
50:56.2,67595,48526,11631,8433,13430,3118,355,273413
50:57.2,206114,11843,12732,34604,31701,14210,1401,274949
50:58.2,88484,44518,5200,22369,49385,12659,6957,277509
50:59.2,804789,230538,89049,66600,135757,15048,11855,277765
51:00.2,14359,1161,3888,2027,2489,993,173,278277
51:01.2,48879,7659,2249,20421,6815,2985,866,277765
51:02.2,128479,8985,33245,18245,24732,12336,6077,275717
51:03.2,109949,29876,17461,49310,24194,15560,2587,275973
51:04.2,356026,32836,68511,66303,34517,15097,5097,274949
51:05.2,32286,4125,3453,28480,6069,2237,619,275717
51:06.2,62438,43787,8552,28092,20776,2792,3200,275973
51:07.2,20754,3628,5065,7236,1911,833,273,274181
51:08.2,183821,90447,95153,65408,25574,8086,1137,273413
51:09.2,83483,32855,20635,9612,23087,8552,1326,273413
51:10.2,81720,23469,57638,60355,52820,3007,2921,275205
51:11.2,914864,20417,56201,106702,118575,20536,16969,276741
51:12.2,154912,33896,64605,28572,35027,6561,2642,278533
51:13.2,225502,376737,150846,198041,93268,39435,13482,277765
51:14.2,300038,30942,44206,30932,20422,7069,2633,273157
51:15.2,149981,27919,34018,36757,46765,9654,6102,274949
51:16.2,44415,18798,25823,21206,18965,9354,2650,275973
51:17.2,93173,13841,2315,15442,7995,934,374,274949
51:18.2,573866,15156,122305,109943,96667,31903,11802,277509
51:19.2,11282,8824,4611,9303,7584,1529,1147,277765
51:20.2,56330,4240,34845,27383,28431,14244,3076,278533
51:21.2,67109,12204,12703,66345,27962,7229,3348,282117
51:22.2,96171,38985,6556,36890,10286,5923,521,280069
51:23.2,37104,21282,10073,5260,3526,2457,1469,275973
51:24.2,17560,3522,1278,2310,2204,851,166,273157
51:25.2,209805,48841,6200,10685,22030,7124,5012,269573
51:26.2,161062,1692,50672,30848,20940,5764,2841,270853
51:27.2,742774,75896,33655,111006,166567,34889,7261,274181
51:28.2,33161,16035,6025,10976,3788,3287,805,272645
51:29.2,126077,85805,23271,60441,15554,8536,5812,272645
51:30.2,312713,172089,95431,68465,61422,30387,11850,272645
51:31.2,97590,61218,52128,29377,35940,9421,4894,272645
51:32.2,69430,7210,4210,9162,11960,989,871,274949
51:33.2,28937,6052,2404,8993,5721,1837,355,276485
51:34.2,62323,12965,15228,18895,21950,7043,813,278533
51:35.2,30513,15425,12178,7462,7076,1963,468,277765
51:36.2,117584,14449,4428,13758,5120,2723,772,274181
51:37.2,98113,25597,11017,40769,45615,10584,933,275973
51:38.2,41303,4719,22847,34878,8647,8291,1355,274437
51:39.2,42442,15570,1081,9716,10922,5082,810,275717
51:40.2,23569,24582,9895,13484,7200,2085,463,278533
51:41.2,1203819,136170,27167,23921,36425,33141,16092,272389
51:42.2,157442,91890,38077,68058,31693,5560,4208,272389
51:43.2,287446,37140,42960,65853,81746,27630,7210,272645
51:44.2,14196,2057,7230,5690,7757,2790,507,275205
51:45.2,138755,10579,45407,17557,12428,8446,2917,277765
51:46.2,192074,10595,37279,46411,20208,8651,2749,276485
51:47.2,198382,100355,63403,64102,50091,16744,2133,275717
51:48.2,27501,22823,12088,6151,5558,3096,564,271877
51:49.2,78355,7217,22198,103835,22990,9742,2085,274949
51:50.2,81570,12551,19716,49288,26504,6921,3369,277509
51:51.2,61148,8471,6999,10769,8051,1644,692,276485
51:52.2,34001,4410,20422,6455,22684,7163,1319,281093
51:53.2,111764,13718,96032,37314,24514,7049,1499,278533
51:54.2,48202,8036,1362,8991,5500,1424,818,276485
51:55.2,25868,19667,12925,9648,4321,2307,1090,275717
51:56.2,685353,158860,42416,99118,139769,43141,10586,273157
51:57.2,376358,34242,44028,16587,61330,35260,4282,274181
51:58.2,743152,113072,92489,185099,107171,23092,26820,274949
51:59.2,104240,13473,21124,25851,33456,7672,2703,277765
52:00.2,231910,48198,10910,36406,50121,6857,5845,278277
52:01.2,237529,21225,4641,40068,22996,9745,8559,276485
52:02.2,259029,35927,5738,20520,35091,12012,2722,276485
52:03.2,29469,32918,7461,11742,9267,3242,2014,275205
52:04.2,51939,19053,2148,10996,6590,2931,1143,273413
52:05.2,1818264,33180,26852,104365,165251,73357,9716,273413
52:06.2,86983,47353,28669,27436,17282,5583,4564,273413
52:07.2,123384,64252,11198,26936,43001,6184,3107,274949
52:08.2,723544,82586,18522,309280,82405,14634,18403,275205
52:09.2,31301,41541,7563,8847,4940,2095,261,274437
52:10.2,435413,32662,251483,85485,91354,63922,10547,274949
52:11.2,1015079,79531,51549,68658,72368,24549,9218,271621
52:12.2,211761,33152,28341,74869,41722,6837,2157,272645
52:13.2,316511,26495,35152,33773,15950,6614,1934,271877
52:14.2,408328,28453,25152,47346,36682,7980,3367,269829
52:15.2,119449,102299,8474,13499,44300,9434,6161,272645
52:16.2,3567,10523,4488,5015,5189,1648,477,274437
52:17.2,169647,10857,20356,35500,23012,8394,1562,276485
52:18.2,299222,127220,157747,138934,120794,35137,7580,279301
52:19.2,68337,114751,22284,22462,24231,8246,1924,278277
52:20.2,30524,2724,4478,5434,5862,1493,888,276741
52:21.2,34663,2379,3157,4401,5574,2346,1053,277509
52:22.2,262510,67531,84033,36773,69789,19668,14934,276741
52:23.2,398177,36070,78625,114580,193042,6502,7879,279301
52:24.2,76002,36524,15192,21346,13941,5809,1481,278533
52:25.2,4606,24075,12550,6664,5613,2259,966,278533
52:26.2,148550,19854,39071,15649,40306,5044,6395,278533
52:27.2,33379,47245,8495,5720,5962,2581,349,274437
52:28.2,9814,1715,915,1471,2075,328,145,275717
52:29.2,87271,22269,9525,7838,8247,4434,1534,274437
52:30.2,96188,55269,6805,66114,14771,6349,5543,272645
52:31.2,1299196,191593,128867,187027,89057,48840,14562,271877
52:32.2,431747,24713,45483,88471,91250,21090,7299,271877
52:33.2,59590,35645,2239,4831,3631,1378,1193,270853
52:34.2,116683,31344,40625,31025,47989,6554,2340,273157
52:35.2,72434,72085,27510,74425,46906,8450,8108,276741
52:36.2,10737,4331,1470,2690,3737,647,292,277509
52:37.2,45688,12491,7345,5218,5973,1296,2066,279301
52:38.2,1518870,285958,230698,64967,171219,53551,9414,276485
52:39.2,158674,24525,6301,59201,17317,5452,7547,274181
52:40.2,51879,36000,25790,44587,16974,4383,3879,273157
52:41.2,393438,57671,31225,128670,84930,14868,8618,275205
52:42.2,54003,21411,2690,4112,6109,1700,720,274949
52:43.2,63896,11631,7767,7697,5303,1624,535,274181
52:44.2,51711,18073,4401,15215,8553,1632,370,273157
52:45.2,46354,18420,46659,79942,15006,4342,6438,272389
52:46.2,41941,5117,5899,11337,13625,1498,548,275717
52:47.2,11846,15107,2242,5154,2513,1750,477,275973
52:48.2,28305,5901,7107,5305,7358,2297,638,277509
52:49.2,301847,9384,49536,53928,25282,7598,710,275717
52:50.2,49016,20579,29003,26756,16078,7986,1346,274437
52:51.2,111212,22208,5698,26473,8595,3157,903,273413
52:52.2,446410,177881,151541,60393,93318,53578,17936,272645
52:53.2,88168,21353,2299,12741,5579,3263,1533,271877
52:54.2,160447,20332,12685,16519,15223,8173,3092,269829
52:55.2,689084,15482,80833,131597,89603,68780,12173,271877
52:56.2,42845,7709,1709,6334,5785,1715,659,271621
52:57.2,367703,782707,216181,129884,81652,46501,16194,271877
52:58.2,22209,4802,2300,9238,6113,2742,434,274181
52:59.2,184403,72669,43938,19296,27432,10789,1742,273413
53:00.2,400615,78824,40613,64114,111983,48402,9377,274949
53:01.2,252541,51809,24717,23587,20543,9155,1660,275205
53:02.2,767409,15436,46155,246776,137440,39980,6589,274949
53:03.2,1637331,24782,122400,82360,133902,27033,34276,274949
53:04.2,1052757,211843,56889,128456,179814,29969,8775,273413
53:05.2,199013,27498,133866,13600,161259,20562,4810,278533
53:06.2,432191,134335,98865,99842,132026,37106,11470,279045
53:07.2,118461,45302,12321,56741,23972,9327,2515,280069
53:08.2,41210,15662,23491,18304,10205,2169,1704,280069
53:09.2,99307,36177,9373,41849,23848,15391,3978,277765
53:10.2,26416,3931,1911,7771,4890,5320,635,276741
53:11.2,54847,11946,4735,8149,7978,4740,410,276485
53:12.2,213338,58860,11086,33279,76090,8241,5816,278277
53:13.2,382726,72065,33129,134771,198743,40478,13978,281093
53:14.2,46292,43120,43784,52341,26507,8717,4654,281349
53:15.2,62486,854,9938,9302,10343,1311,639,281861
53:16.2,22562,14912,5171,19189,9970,3236,937,281349
53:17.2,417174,20878,29312,96150,39720,16962,6355,276741
53:18.2,70182,170180,84517,36191,57086,6972,2735,276741
53:19.2,118215,57497,10943,6805,21386,18491,2413,276485
53:20.2,225649,36312,20762,24405,27996,12072,1957,274437
53:21.2,221414,26917,36606,74265,27071,10281,3977,274949
53:22.2,23659,7207,9596,1335,2859,4992,792,272389
53:23.2,56406,21819,11061,14901,16111,4362,1627,273413
53:24.2,136904,26626,10396,8348,17781,11148,6871,274181
53:25.2,156601,10623,43760,52661,55800,10893,1830,276485
53:26.2,61206,29094,31462,13351,17169,4588,1731,278277
53:27.2,41239,1324,6762,19378,10020,4287,1132,278277
53:28.2,84854,23599,14925,8302,4315,2021,416,275717
53:29.2,176130,91480,32600,9747,46916,4903,2397,274181
53:30.2,127495,44739,14080,28448,54248,7149,3041,275717
53:31.2,51011,6754,6019,6715,7397,3192,416,274437
53:32.2,231200,20489,9543,45334,54400,5795,3175,279045
53:33.2,262145,20048,14205,29720,18011,13973,2265,276485
53:34.2,55222,9820,12651,3392,5582,1877,391,273157
53:35.2,569051,602456,43491,235614,133310,34402,10660,273157
53:36.2,38464,18162,4734,14397,10350,924,425,272645
53:37.2,119437,23077,25339,29702,21371,9942,4407,274437
53:38.2,87586,12423,4274,3963,3792,2890,654,273157
53:39.2,940547,498316,135954,109930,148351,27863,4581,272389
53:40.2,189801,26639,37464,51563,25847,9884,3019,271109
53:41.2,37311,11359,15431,8942,14485,2083,411,272389
53:42.2,44690,6723,13785,38391,19572,10695,3165,277765
53:43.2,64640,4972,14404,10252,8544,2216,296,277765
53:44.2,359130,50926,98789,193491,335711,29069,10742,282885
53:45.2,330095,85001,25011,52353,50179,7950,4595,281349
53:46.2,76540,102968,9980,9713,35077,4942,2868,279813
53:47.2,53897,26142,13970,14478,7783,1919,743,279301
53:48.2,12791,2444,3535,3603,2170,247,111,275205
53:49.2,104942,6182,17084,45497,11770,5189,1220,274437
53:50.2,74658,14295,10292,15025,7248,3057,1470,271877
53:51.2,689392,42077,147759,92414,142154,34829,19071,273413
53:52.2,81197,29330,13412,89047,76344,16866,8831,277765
53:53.2,42704,25487,12373,9622,12255,1374,380,279045
53:54.2,81563,7048,5829,17159,8309,3145,572,279813
53:55.2,228202,128898,12132,19197,47058,24912,1456,279045
53:56.2,107557,17622,17965,31379,31775,4583,1396,276485
53:57.2,126393,85131,50584,79993,107865,6947,3190,279301
53:58.2,117292,24324,49871,28916,21398,7352,3327,279813
53:59.2,91764,3160,10439,16232,13871,2959,291,279813
54:00.2,45333,9553,5637,4815,6214,2872,1135,278277
54:01.2,507712,163379,69273,120954,96575,61936,13603,274949
54:02.2,122446,30857,32397,53167,43529,8564,8666,276485
54:03.2,30935,8198,4115,4190,8398,1226,551,277509
54:04.2,221962,22213,40040,53629,28582,21749,3144,276741
54:05.2,139196,18063,49059,19716,32688,13413,2022,277509
54:06.2,136897,82359,30278,50766,61031,16184,2891,277509
54:07.2,371897,364705,100180,110481,83598,53753,9220,275717
54:08.2,255423,25696,39357,30681,37318,12351,6944,275973
54:09.2,22831,2789,3676,20020,4899,2403,681,275973
54:10.2,103473,4096,27304,30205,22439,24212,5638,275205
54:11.2,19275,2280,4983,5934,1620,612,193,274181
54:12.2,61224,41344,28190,16974,13550,2532,2196,273157
54:13.2,209280,238439,180728,200631,124403,32331,9403,274181
54:14.2,276041,162484,103646,58538,84850,24158,10218,274181
54:15.2,203727,55798,20984,54401,42309,8656,5988,276485
54:16.2,173133,57278,74127,36540,78385,20872,6001,278533
54:17.2,401130,23983,93157,80422,247684,28060,10772,281093
54:18.2,13707,1738,1630,2488,2394,719,94,281093
54:19.2,19033,49278,7508,5369,6020,1355,423,278533
54:20.2,256571,69041,30941,34143,25922,4490,2129,275717
54:21.2,39896,15668,13618,4591,10365,1990,360,272389
54:22.2,107836,3511,31766,23350,29541,16231,3548,273413
54:23.2,44785,13534,30436,25682,21401,11824,2608,276741
54:24.2,38234,3292,20749,11811,12297,1775,2212,279301
54:25.2,77480,19199,8538,7073,3564,1168,1479,275205
54:26.2,19701,8337,18089,7665,8487,2787,389,275205
54:27.2,32460,9372,4233,6165,7486,2353,325,274181
54:28.2,42102,23132,56238,34780,27705,10333,5220,274437
54:29.2,262732,67541,24697,60554,26670,10502,2090,276741
54:30.2,1504323,51883,65776,206720,121902,28764,24806,274437
54:31.2,197178,100927,15434,79281,32342,11898,2169,273157
54:32.2,201938,6561,30095,20255,22503,9153,1296,270853
54:33.2,55761,10098,5653,6604,6928,3015,1025,271109
54:34.2,219226,12152,21436,56410,45639,14126,4449,273157
54:35.2,237112,73674,20825,19044,41737,12584,1562,274181
54:36.2,13646,7050,4609,6591,1314,1276,208,272389
54:37.2,37103,22877,10929,3323,55202,7691,963,277765
54:38.2,111276,54562,73603,39852,27106,9226,1827,276741
54:39.2,255258,106365,134953,24753,212868,16967,12797,279813
54:40.2,75503,32079,29303,34471,45226,8532,3291,284677
54:41.2,42102,7475,4903,7967,10077,1647,953,281093
54:42.2,595169,49506,159758,168195,154709,59143,16159,282117
54:43.2,10799,825,889,1546,2018,520,78,279301
54:44.2,13871,1964,2078,5297,1993,317,122,276741
54:45.2,158950,50644,34339,60894,56662,21598,2009,277765
54:46.2,454637,206825,39923,82330,101204,34004,8586,276741
54:47.2,57549,2600,3200,12954,8857,1152,648,276485
54:48.2,151977,47947,12049,57176,17065,4395,1728,275973
54:49.2,181716,73931,21338,70578,128615,5971,1733,277765
54:50.2,12698,5561,3378,8751,5174,1417,569,279045
54:51.2,53259,27666,4719,24731,8193,959,333,278277
54:52.2,511988,210381,106936,98633,94704,43606,12731,279045
54:53.2,29600,3953,6981,9169,7756,2835,1362,276741
54:54.2,19613,1245,5169,6011,2135,918,155,274437
54:55.2,37813,4228,1043,4687,9747,2309,331,276485
54:56.2,151683,56599,26791,30787,30247,5723,4581,276485
54:57.2,293380,257452,375948,115641,103072,33217,3286,274949
54:58.2,233632,139663,135263,157024,169961,35659,17975,278277
54:59.2,373857,163683,129947,168580,154498,48223,6294,278277
55:00.2,78751,165249,53236,207466,45645,18605,4955,278533
55:01.2,18676,7522,3248,4361,2007,581,161,277509
55:02.2,24537,2031,8030,5649,5510,1182,287,275205
55:03.2,100834,62910,25316,14066,34196,7202,2363,274949
55:04.2,787070,169544,98888,184164,82821,18868,8054,273157
55:05.2,29127,60888,18200,21675,19359,7344,4367,275717
55:06.2,141979,18950,16600,32742,15462,2698,1797,274437
55:07.2,30140,3525,569,5491,8033,2360,815,274949
55:08.2,52215,4891,15601,17785,6400,1416,307,275205
55:09.2,202557,7132,14891,42738,22877,8952,4742,274181
55:10.2,16540,3314,6009,9392,10542,1773,1233,277765
55:11.2,218250,118006,34597,62452,34903,10197,3952,275717
55:12.2,44350,10567,6458,13385,15746,4565,888,278533
55:13.2,127016,12957,15882,15523,31433,11136,1916,280069
55:14.2,391924,225751,422255,105925,192093,43257,13464,278277
55:15.2,64347,30601,25981,29140,32430,6089,2007,281093
55:16.2,24133,4976,3554,7105,8045,2122,608,281093
55:17.2,1021685,32094,190595,138176,114013,12732,5845,278277
55:18.2,1309846,86874,183631,130011,184757,68780,25300,277509
55:19.2,52654,20036,21203,16161,15513,2289,748,275973
55:20.2,178438,39460,14447,59640,55203,9031,1741,275717
55:21.2,52481,12503,23672,9927,7020,1785,607,275717
55:22.3,452762,50252,43459,43116,102355,55117,11190,276741
55:23.2,9071,4259,4065,6361,9861,1286,562,279813
55:24.2,155043,65084,83817,16075,78678,6190,1933,279813
55:25.2,161283,27779,28874,28418,28750,14536,2141,281349
55:26.2,66854,23752,7861,18302,14313,3925,342,281093
55:27.2,324050,55989,49638,37606,88090,47030,10235,277765
55:28.2,129165,32258,17031,56175,31731,7293,788,277509
55:29.3,121677,98088,9861,33894,23181,14753,3311,275973
55:30.2,18810,13222,7577,15252,7312,1629,652,276741
55:31.2,592033,144636,23690,49544,177500,39390,9087,277765
55:32.2,137171,12126,9942,38235,41262,7856,1169,278533
55:33.2,19047,3681,4003,1723,1994,618,283,277765
55:34.2,128597,20424,11268,42530,39982,11044,1751,278533
55:35.2,179974,69404,35323,86017,24806,10083,5599,275973
55:36.2,177048,27524,8734,5085,25937,13546,3845,273413
55:37.2,19306,4012,3536,3715,1881,282,235,273413
55:38.2,184218,64654,97387,39869,26382,13015,870,269829
55:39.2,201074,15373,31128,13767,54581,12822,1504,272645
55:40.2,598717,230010,68203,135753,174145,23232,4573,274181
55:41.2,347483,31657,19662,21645,43063,9569,2816,275205
55:42.2,32149,4031,3846,19169,7668,3611,734,277765
55:43.2,438723,65363,34119,90863,31832,8856,2580,274181
55:44.2,164192,25058,11774,17593,17384,1836,1243,272389
55:45.2,176281,84465,17308,42826,72961,14453,1883,274437
55:46.2,742390,78777,103204,81635,341686,67235,10591,275973
55:47.2,175600,26631,36303,35306,20747,10017,6350,277509
55:48.2,24058,696,4481,2169,3365,633,504,277765
55:49.2,67919,61648,15117,19492,24389,10993,2811,276741
55:50.2,71645,9769,7716,6380,5241,4901,585,272389
55:51.2,93894,88288,9530,24076,27218,13660,2124,273413
55:52.2,138185,17992,28143,27183,41259,18575,2955,275205
55:53.2,40192,10477,14282,6128,9762,2459,212,275205
55:54.3,45477,18564,9994,22630,27801,10696,7437,279813
55:55.2,20922,16331,9200,20170,5570,3270,762,279045
55:56.2,15732,43866,23027,9071,19580,5095,457,279045
55:57.2,148347,32830,46417,55660,22001,12154,2499,277765
55:58.2,1677298,200247,110615,272549,191292,34007,20469,274437
55:59.2,186389,46796,149381,84101,71343,27959,16000,275717
56:00.2,116454,74856,50246,26809,25598,8916,4715,273413
56:01.2,144561,58395,37172,43521,33057,12702,4927,274949
56:02.2,27371,11215,4464,6796,10417,3618,647,277509
56:03.2,49512,7791,15019,7689,7879,1534,525,275973
56:04.2,245465,99004,71027,50942,90712,19574,12284,278277
56:05.2,147986,111937,50382,9141,23849,11935,3726,275973
56:06.2,174553,103813,9572,58035,68652,2780,2385,275973
56:07.2,228292,120215,21571,60336,25497,18445,6459,274949
56:08.2,373485,32841,115934,94203,49712,19958,11312,272645
56:09.2,22153,28685,8082,13336,7101,5531,1114,273413
56:10.2,12949,1493,2297,8587,5194,1152,472,274181
56:11.2,14087,32090,4012,8216,6094,2384,635,275717
56:12.2,1143221,85808,77881,70859,86115,33216,20701,274437
56:13.2,79156,11284,29245,26313,15346,14537,1615,274949
56:14.2,520566,76391,92399,138426,274611,25661,13518,275717
56:15.2,212360,4883,51880,34922,20617,6536,4838,274949
56:16.2,449897,41715,27582,12083,30186,3959,3661,274437
56:17.2,287629,80786,46928,176275,72789,45650,11379,275205
56:18.2,44430,11606,6217,10990,6996,1443,137,271621
56:19.2,92351,26703,25687,83871,28147,18925,4292,274181
56:20.2,17642,2338,5346,2461,4289,340,243,276741
56:21.2,31329,11027,8598,14899,12687,3129,264,277765
56:22.2,148305,60360,28816,30022,26925,9405,2655,278277
56:23.2,394278,90466,93537,89589,153336,54028,10745,279045
56:24.2,426051,74174,66526,90662,67482,51074,4642,278277
56:25.2,69464,6486,2957,6433,6144,3981,590,275205
56:26.2,469062,284731,54143,177815,110916,17486,21047,275717
56:27.2,72779,7936,4490,2879,1620,542,207,268293
56:28.2,624687,7168,128541,340113,52787,68929,3594,266501
56:29.2,358346,102920,48363,147229,70934,16419,20294,268293
56:30.2,138173,56593,61122,42258,36013,9295,3803,268293
56:31.2,54395,12712,4795,4556,6634,3170,846,272389
56:32.2,315496,45202,105307,67804,44229,10786,4453,273157
56:33.2,98057,60035,36221,15482,12177,7977,1475,271109
56:34.2,40192,8694,3091,5262,5111,1423,806,269829
56:35.2,7953,9821,3618,3593,4495,287,42,272389
56:36.2,1276737,124796,65268,153668,67486,21749,9602,271109
56:37.2,394530,68249,18613,30989,61953,10636,3066,273157
56:38.2,157290,30279,18945,10139,5769,1975,935,269573
56:39.2,964095,89233,88483,36823,158081,18708,9308,268293
56:40.2,592165,8593,23400,207797,71274,35633,11608,271109
56:41.2,173257,33824,65254,29694,22874,13812,1786,269061
56:42.2,1078356,90376,197001,154974,162854,37332,12777,273157
56:43.2,159927,12051,34660,31648,68125,7769,2455,275717
56:44.2,56156,30614,33455,67665,33942,11598,3439,278277
56:45.2,77125,3124,16065,10852,10815,4486,1983,279045
56:46.2,287682,48071,72382,44700,42741,10436,3415,278533
56:47.2,34869,26649,33612,23120,7475,4931,603,274949
56:48.2,100553,20915,22123,35982,61868,12694,5575,275973
56:49.2,14792,1886,5119,16940,6391,905,591,278533
56:50.2,262278,650,23295,10921,28685,22107,1178,278533
56:51.2,318414,22916,66002,50213,32634,4330,3422,278533
56:52.2,16897,4796,5587,4571,1986,251,137,273413
56:53.2,98668,6229,48817,25595,61758,12596,2011,274949
56:54.2,720886,446574,279143,71782,123026,56990,4063,274437
56:55.2,106995,123033,14283,19875,16302,9787,5226,273413
56:56.2,44414,6684,7570,922,10635,1565,669,275973
56:57.2,156844,14637,39725,74795,49485,10929,1807,274949
56:58.2,977845,165272,65500,73915,262083,42828,12562,276741
56:59.2,12068,4239,2601,3532,1780,512,138,277765
57:00.2,83427,55154,9174,96579,28757,7598,1598,277765
57:01.2,396027,115918,60321,236465,181567,45124,9805,278533
57:02.2,446713,141197,26426,310182,102506,69871,10361,277765
57:03.2,40426,14747,13632,8654,7033,2504,780,278277
57:04.2,72395,93620,22524,48483,22813,8600,3142,276741
57:05.2,80009,1119,27538,33181,64794,6353,1335,278533
57:06.2,53055,7200,27665,29903,27280,13681,1459,280069
57:07.2,18092,14711,5215,27621,4220,1294,1107,281093
57:08.2,346679,49525,19652,8902,36368,12451,2455,279813
57:09.2,92122,59160,44738,30338,53355,7428,2290,278277
57:10.2,74626,16016,18049,4111,11895,1482,1754,275205
57:11.2,72702,16732,24948,27342,21430,16686,4858,276485
57:12.2,385397,60589,24460,23935,33784,12860,3448,275973
57:13.2,14055,13545,3287,5933,7062,1807,550,275205
57:14.2,94717,11843,5236,8924,11027,3942,2087,274949
57:15.2,22603,10908,6943,8770,14420,1860,2395,276741
57:16.2,277078,138040,109050,85553,92345,12807,10538,279045
57:17.2,42531,35139,32656,6246,54124,8383,1241,281349
57:18.2,695781,21061,28921,51620,25323,11834,2608,278533
57:19.2,54629,26423,4950,7361,6732,1528,2574,274437
57:20.2,1494950,265370,134417,269447,198525,36094,10493,273157
57:21.2,38097,26225,19548,6492,3949,2828,832,266501
57:22.2,176747,25930,14265,22866,51094,15487,5448,271877
57:23.2,400350,51366,23110,122940,90784,23388,7469,274437
57:24.2,64148,35520,13914,24865,12027,3532,1429,274437
57:25.2,80270,28644,6664,6943,10802,4426,899,275717
57:26.2,45595,5153,1374,2793,6436,2919,471,274437
57:27.2,39143,17195,29679,7767,23678,1455,483,275205
57:28.2,130184,54236,14746,10940,9045,2611,1955,272645
57:29.2,5511,3400,3077,2877,1517,447,191,274181
57:30.2,65705,18923,75121,39867,16549,12793,1217,273413
57:31.2,154296,14402,18767,9560,25755,6415,1227,271877
57:32.2,37524,20405,17175,11993,13661,3114,519,275205
57:33.2,137445,5713,25334,48813,23986,8031,6013,275717
57:34.2,1276988,235138,121090,195820,175298,63125,18009,275205
57:35.2,39675,47668,4475,8951,15961,1810,584,275973
57:36.2,1226691,175182,125846,82057,171891,24755,23024,274949
57:37.2,533293,714131,200043,101476,273186,33653,11083,275717
57:38.2,79679,15772,19462,31030,16921,14235,2096,276485
57:39.2,51110,6756,3405,5001,11569,4508,302,276741
57:40.2,29668,3006,4759,5682,5796,1079,1063,277765
57:41.2,997940,58426,39074,118670,129999,20319,6070,276741
57:42.2,50447,42242,16404,22480,16571,3265,1723,277509
57:43.2,59842,3190,6397,5297,7970,3106,265,275973
57:44.2,74909,14565,39031,28285,19112,11419,3659,275973
57:45.2,320215,44770,70299,27977,99517,11925,1310,278277
57:46.2,36486,6517,5236,5461,1453,1444,229,273413
57:47.2,89766,2710,14280,7260,8011,2285,333,272389
57:48.2,62478,26772,20226,22801,33459,18656,3021,274437
57:49.2,12319,11470,12392,3573,12303,1275,312,275717
57:50.2,148083,6845,43108,121308,25693,4792,1197,279301
57:51.2,520136,134408,98749,74074,118942,24054,9454,281861
57:52.2,319693,149554,326789,185869,77445,17489,11353,278277
57:53.2,64074,18308,12438,12043,12736,3287,523,275717
57:54.2,79631,6180,11019,37722,36352,7164,1999,278533
57:55.2,956478,24987,104850,419301,167439,43256,21155,278533
57:56.2,8505,2832,4867,2757,3140,475,113,280069
57:57.2,17270,2269,4342,12623,15825,6536,507,285189
57:58.2,156871,28296,33624,15537,31128,5077,3094,282629
57:59.2,11482,11490,2219,8146,9690,2023,641,285189
58:00.2,63234,6897,3077,9514,5430,3627,774,282629
58:01.2,24351,5723,4363,15245,17878,1399,681,281349
58:02.2,258963,112310,32772,11560,42451,12409,4055,280069
58:03.2,196077,63769,26267,69345,24877,3257,4556,276485
58:04.2,158776,84731,35132,24553,68469,7186,4997,279813
58:05.2,143866,16977,55448,36549,22801,4610,3036,275205
58:06.2,119096,51348,44757,37320,72099,10540,4133,278533
58:07.2,571793,388328,94732,139767,80675,51689,13912,277765
58:08.2,163994,26355,33276,13348,44676,7459,2141,276741
58:09.2,273742,64042,22753,26428,38797,9631,4943,276741
58:10.2,125343,70696,76828,122239,20843,12235,1502,273157
58:11.2,48993,3444,5474,5760,9835,3658,632,275205
58:12.2,47120,28793,19271,7238,6670,1922,2396,272645
58:13.2,23217,5602,1957,17096,9683,1664,654,275717
58:14.2,106093,18866,8363,32443,17543,6164,902,277509
58:15.2,54113,44437,14822,44205,23106,7576,2668,277765
58:16.2,128141,27350,36382,38883,47656,6162,3456,281349
58:17.2,417399,53391,46424,109484,170623,35858,16084,281861
58:18.2,18050,8274,4204,7112,4535,1064,368,282117
58:19.2,26551,17036,1840,6903,7640,2025,1888,281349
58:20.2,36451,6943,3638,6152,5679,3135,461,279301
58:21.2,150622,13191,17219,16221,21966,4167,3043,276485
58:22.2,122930,2662,5420,7742,7413,4999,237,274181
58:23.2,294985,115138,15706,56977,112942,13740,4564,275205
58:24.2,313822,116097,96348,175832,170621,30459,8695,277765
58:25.2,22844,11758,5418,3588,7204,2453,248,279045
58:26.2,416057,56358,70590,26265,18214,16107,3199,277509
58:27.2,109611,67065,25887,19850,20246,4420,4422,274437
58:28.2,39940,17922,10892,6934,7162,1371,656,271621
58:29.2,47856,4490,6093,8485,9692,3855,915,271109
58:30.2,337453,18811,59562,28625,28056,13143,5029,273157
58:31.2,138661,53598,9394,25289,82321,10666,2664,277509
